User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:25:17Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",69bae84c-afb8-4b50-bb4a-b08cb8b277fd,084cda36-8001-4e67-b4e5-35c6f8c7ccab,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:25:17Z,iam.amazonaws.com,CreateUser,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAXAX23PMHMKWTLAY6Y""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::482636167950:user/Accountant""}]",1e483f89-bbab-468b-be04-ae2900418a55,e0f46bac-83fd-4b73-a930-b8a048a9a5c0,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:25:17Z,iam.amazonaws.com,AddUserToGroup,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",527a2b1b-033d-45dd-921c-0fd7c2f5f0d1,ed526504-1121-40ac-af6c-653f4f6926be,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:24:36Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",781b4555-e664-4cd2-9b01-5fbdfa99a52e,02e27547-5675-46ea-9429-57479432d9e6,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:24:36Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",70e1775f-da4e-43a0-aca8-eaded581e073,cd958d2d-daa2-471f-9d5a-4ea775012947,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:24:35Z,iam.amazonaws.com,AddUserToGroup,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",9adf0354-ea38-4487-98aa-90c6815e5c27,0a2bdde1-7da0-4cd7-a4d1-6a598bf4996e,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:24:35Z,iam.amazonaws.com,CreateUser,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::482636167950:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAXAX23PMHOPVFQ4MQC""}]",ad1a667d-ba29-4b77-9580-20b6e0bb1aec,cb40a10b-46f6-45fb-a423-a65ad6d162fc,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:11:07Z,iam.amazonaws.com,CreateGroup,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::482636167950:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAXAX23PMHM6DTSRF4J""}]",eaf22fd1-8413-4d8e-a3b5-d8d7f5078076,b594c90d-46a5-45a0-b616-de088739880d,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:11:07Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",b8edb98b-a60d-448d-981b-56136bb02678,ce945a47-51a8-4d6f-bc30-73b56baac62d,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:09:17Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",d21dd66f-ad24-47e1-bf75-56fd23882603,1ff509c6-b784-43ca-a5f2-86eded606a58,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:09:17Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",8b721577-2a8e-4969-8119-41056689cda8,32165168-c775-4b67-85b9-af2230ac7eed,,AwsApiCall,482636167950,
root,ASIAXAX23PMHFH7QNBYP,2020-05-30T06:09:17Z,iam.amazonaws.com,CreateGroup,us-east-1,24.80.38.154,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::482636167950:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAXAX23PMHKM2NNOMYX""}]",4b5f4751-42d6-4db6-9742-99f439654d44,f05cd9e9-5dc7-4294-aff8-4ee7a42cb681,,AwsApiCall,482636167950,
root,,2020-05-30T06:06:43Z,signin.amazonaws.com,ConsoleLogin,us-east-1,24.80.38.154,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:76.0) Gecko/20100101 Firefox/76.0,,[],,3263311a-f195-4b97-a9e9-e680f79f0358,,AwsConsoleSignIn,482636167950,
mac15,ASIAXAX23PMHF2HBI4NW,2020-05-30T06:01:34Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,24.80.38.154,console.amazonaws.com,,[],a5d0d7ef-706d-441c-be81-f8b06bdd3523,0a876233-598d-41f9-b36a-34f43e2ac9a5,,AwsApiCall,482636167950,
mac15,ASIAXAX23PMHF2HBI4NW,2020-05-30T05:59:15Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,24.80.38.154,console.amazonaws.com,,[],98fa2764-5a75-4104-9e3f-2611743a6e78,5ec61d85-159c-49fc-8a6d-6c308732e710,,AwsApiCall,482636167950,
mac15,ASIAXAX23PMHF2HBI4NW,2020-05-30T05:58:59Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,24.80.38.154,console.amazonaws.com,,[],be7aea40-89cb-4deb-8dde-048c8c6c3b78,599d153c-fc11-443e-b4c3-bad3827308bc,,AwsApiCall,482636167950,
mac15,,2020-05-30T05:53:45Z,signin.amazonaws.com,ConsoleLogin,us-east-2,24.80.38.154,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:76.0) Gecko/20100101 Firefox/76.0,,[],,7de3c3b8-e7d4-4427-8aae-aad6672edd2b,,AwsConsoleSignIn,482636167950,
mac15,,2020-05-30T05:53:19Z,signin.amazonaws.com,ConsoleLogin,us-east-2,24.80.38.154,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:76.0) Gecko/20100101 Firefox/76.0,,[],,7b6d2028-533d-42db-ab5f-a7ffff1cf094,,AwsConsoleSignIn,482636167950,
